name,v_nom,x,y,frequency,operator,wkt_srid_4326,ref,voltage,typ,osm_name
201_220kV,220.0,9.25103425144,53.1144323051,50,EON_Netz,SRID=4326;POINT(9.25103425143703 53.1144323051271),,380000;220000;110000,substation,Sottrum
220_220kV,220.0,8.6593729029,51.9996101319,50,TenneT,SRID=4326;POINT(8.65937290290079 51.9996101318907),,380000;220000;110000,substation,Umspannwerk Bechterdissen
231_220kV,220.0,7.95805402329,47.5954722641,50,Schluchseewerk AG,SRID=4326;POINT(7.95805402328778 47.5954722640613),,380000;220000,substation,Lastverteilung/Schaltanlage Kühmoos
232_220kV,220.0,10.0837512707,48.2688675153,50,LEW,SRID=4326;POINT(10.0837512706734 48.268867515302),Station Nr. 625,380000;220000;110000,substation,Vöhringen LEW
233_220kV,220.0,9.88551509757,48.3040743585,50,EnBW,SRID=4326;POINT(9.88551509756969 48.3040743584705),,380000;220000;110000,substation,Umspannwerk Dellmensingen
236_220kV,220.0,9.19675652645,48.912963438,50,EnBW,SRID=4326;POINT(9.19675652645089 48.9129634380259),,220000;110000,substation,Umspannwerk Hoheneck EnBW
247_220kV,220.0,10.3633842323,47.7383368093,50,Amprion,SRID=4326;POINT(10.363384232266 47.7383368092793),,380000;220000,substation,Schaltanlage Leupolz
248_220kV,220.0,7.46150025902,51.6146143079,,Trianel,SRID=4326;POINT(7.46150025901999 51.6146143079042),,,generator,Trianel Kraftwerk Lünen
250_220kV,220.0,7.7155434195,51.6736430745,,,SRID=4326;POINT(7.71554341949648 51.6736430744508),,,generator,Gersteinwerk Block F
251_220kV,220.0,7.7145945335,51.6730996381,,,SRID=4326;POINT(7.71459453349968 51.6730996381138),,,generator,Gersteinwerk Block G
252_220kV,220.0,7.71270093431,51.6726636622,,,SRID=4326;POINT(7.71270093431027 51.672663662233),,,generator,Gersteinwerk Block I
261_220kV,220.0,9.04543496799,48.9029620138,50,EnBW Transportnetze AG,SRID=4326;POINT(9.0454349679866 48.9029620137561),,380000;220000;110000,substation,380kV-Umspannwerk Pulverdingen
263_220kV,220.0,9.81091689215,47.1426452967,,Vorarlberger Illwerke AG,SRID=4326;POINT(9.81091689214732 47.142645296653),,380000;220000,substation,Umspannwerk Bürs
264_220kV,220.0,9.42551238607,48.0643507981,,EnBW,SRID=4326;POINT(9.42551238607291 48.0643507981263),,380000;220000;110000,substation,Umspannwerk Herbertingen
267_220kV,220.0,6.8018236571,51.1247880606,50,RWE,SRID=4326;POINT(6.8018236570969 51.1247880606241),,220000;110000,substation,Station Sankt Peter 220 kV
272_220kV,220.0,9.31819523639,54.716049409,50,TenneT,SRID=4326;POINT(9.31819523638713 54.7160494089748),FLEN,380000;220000;110000;20000,substation,Flensburg
279_220kV,220.0,12.8139099117,50.8579185114,50,50Hertz,SRID=4326;POINT(12.8139099116529 50.8579185114397),ROE,380000;220000;110000,substation,Umspannwerk Röhrsdorf
281_220kV,220.0,12.0449825162,50.7812567341,,50Hertz,SRID=4326;POINT(12.0449825161601 50.7812567340735),,380000;220000;110000,substation,Umspannwerk Weida
282_220kV,220.0,12.5182220968,51.1570725851,50,50Hertz Transmission,SRID=4326;POINT(12.5182220968156 51.1570725850832),,380000;220000;110000,substation,Eula
292_220kV,220.0,11.6441811001,51.9085128734,50,50Hertz,SRID=4326;POINT(11.6441811001256 51.908512873438),MD 38,220000;110000,substation,Umspannwerk Förderstedt
303_220kV,220.0,9.38765125749,51.6407335256,,,SRID=4326;POINT(9.38765125748855 51.640733525594),,380000;220000;110000,substation,Umspannanlage Würgassen
307_220kV,220.0,9.15135394991,49.1433834119,,,SRID=4326;POINT(9.15135394990856 49.1433834119236),,380000;220000;110000,substation,380-kV-Umspannwerk Großgartach
308_220kV,220.0,10.1878339996,49.9812190408,,,SRID=4326;POINT(10.1878339995516 49.981219040845),GR,380000,substation,Grafenrheinfeld
312_220kV,220.0,10.1174866947,48.8971053361,50,EnBW,SRID=4326;POINT(10.1174866946797 48.8971053361382),,380000;220000;110000,substation,Umspannwerk Goldshöfe
315_220kV,220.0,10.8408695619,48.2380310092,50,Lech-Elektrizitätswerke,SRID=4326;POINT(10.8408695619217 48.2380310092335),173A,380000;220000;110000,substation,Umspannwerk Oberottmarshausen
317_220kV,220.0,10.873935757,47.2444239286,50,Austrian Power Grid AG,SRID=4326;POINT(10.8739357569814 47.2444239286028),,380000;220000;110000,substation,APG Umspannwerk Westtirol
322_220kV,220.0,7.75186249821,48.0964057189,50,EnBW,SRID=4326;POINT(7.75186249820802 48.0964057188536),,220000;110000,substation,220-kV-Umspannwerk Eichstetten
332_220kV,220.0,13.1034346393,48.6667929606,50,"TenneT TSO GmbH, E.ON Netz GmbH",SRID=4326;POINT(13.1034346393158 48.6667929606034),PT,380000;220000;110000,substation,Umspannwerk Pleinting
334_220kV,220.0,11.1937277954,50.1622144406,,,SRID=4326;POINT(11.193727795361 50.1622144406172),RED,380000;110000,substation,Umspannwerk Redwitz
336_220kV,220.0,11.8107025454,50.1837655261,50,TenneT TSO GmbH;E.ON Netz GmbH,SRID=4326;POINT(11.8107025453557 50.1837655260691),MH,380000;220000;110000,substation,Umspannwerk Mechlenreuth
338_220kV,220.0,12.0822544457,49.2974477669,50,"TenneT TSO GmbH, E.ON Netz GmbH",SRID=4326;POINT(12.0822544456506 49.2974477669261),SD,380000;220000;110000,substation,Schwandorf
351_220kV,220.0,11.5077305511,48.7611239877,50,,SRID=4326;POINT(11.5077305510922 48.7611239877457),IN,380000;220000;110000,substation,Ingolstadt
353_220kV,220.0,11.5813705216,48.7648940509,50,,SRID=4326;POINT(11.5813705216127 48.7648940508515),IRS,380000;220000;110000,substation,Irsching
360_220kV,220.0,6.77320783778,49.2910742104,50,,SRID=4326;POINT(6.77320783777607 49.2910742103854),,380000;220000;110000,substation,Umspannanlage Ensdorf
362_220kV,220.0,8.04936352422,47.5508818535,50,,SRID=4326;POINT(8.04936352422006 47.550881853478),,380000;220000,substation,Laufenburg
382_220kV,220.0,10.160291269,49.9891947838,50,TenneT TSO GmbH,SRID=4326;POINT(10.1602912689993 49.9891947837947),BRF,380000;220000;110000,substation,Umspannwerk Bergrheinfeld
384_220kV,220.0,10.843117799,49.3786926858,50,TenneT TSO GmbH;E.ON Netz GmbH,SRID=4326;POINT(10.8431177989998 49.3786926858391),RAI,380000;220000;110000,substation,Umspannwerk Raitersaich
385_220kV,220.0,9.09051754869,49.9700413736,50,TenneT TSO GmbH;E.ON Netz GmbH,SRID=4326;POINT(9.09051754868887 49.9700413735997),AS,380000;220000;110000,substation,Umspannwerk Aschaffenburg
391_220kV,220.0,8.95464412134,50.0860157333,50,,SRID=4326;POINT(8.95464412133747 50.0860157333265),,220000;110000,substation,Kraftwerkseinspeisung Staudinger
403_220kV,220.0,8.25885994833,47.6342116214,50,Amprion,SRID=4326;POINT(8.25885994832776 47.6342116213731),,380000;220000;110000,substation,Tiengen
404_220kV,220.0,8.23209442034,47.5561434831,,,SRID=4326;POINT(8.23209442033504 47.5561434831307),,380000;220000,substation,Betznau
413_220kV,220.0,8.67371728898,49.2904393851,50,EnBW,SRID=4326;POINT(8.67371728898445 49.2904393851271),,380000;220000;110000,substation,Umspannwerk Wiesloch
421_220kV,220.0,9.09183529743,49.2946188662,50,,SRID=4326;POINT(9.09183529743294 49.2946188662059),,380000;220000;110000,substation,Umspannwerk Hüffenhardt
450_220kV,220.0,7.41670791196,51.4570521583,50,RWE;DSW 21; AVU,SRID=4326;POINT(7.41670791195847 51.4570521583476),,380000;220000;110000,substation,Station Kruckel
458_220kV,220.0,7.41946378046,51.4575100936,50,Amprion,SRID=4326;POINT(7.41946378046051 51.4575100936229),,220000,auxillary_T_node,Haarstrang Ost
