name,bus0,bus1,c_nfkm,cables,frequency,from_relation,i_th_max_a,length,length_m,num_parallel,operator,osm_name,r_ohmkm,ref,s_nom,type,voltage,wires,wkt_srid_4326,x_ohmkm
628,409,320,,3.0,,3945261.0,,38.323,38323.0,0.5,,Mühlhausen - Wendlingen,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.21565014323537 48.8523053231829,9.40063139462492 48.6669424396984)",
629,413_220kV,56_220kV,11.5,3.0,,3945263.0,1.3,9.616,9616.0,1.0,,Wiesloch - HD-Neurott,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.67371728898445 49.2904393851271,8.62320967451897 49.3565822492832)",0.32
630,409,261,,3.0,,3945265.0,,30.516,30516.0,0.5,,,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.21565014323537 48.8523053231829,9.0454349679866 48.9029620137561)",
631,216,261,,3.0,,3945266.0,,12.774,12774.0,0.5,,,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.1907874369222 48.914416873799,9.0454349679866 48.9029620137561)",
632,384_220kV,350,,3.0,,3946835.0,,39.322,39322.0,1.0,,,,237,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(10.8431177989998 49.3786926858391,11.3269526751765 49.393473117636)",
633,27,414,,3.0,,3947498.0,,4.544,4544.0,1.0,,Götzdorf - Stade,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.52960512906833 53.6189906941937,9.48789502699389 53.6365577623199)",
634,30_220kV,27,,6.0,,3947499.0,,11.53,11530.0,2.0,,,,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.52960512906833 53.6189906941937)",
635,27,415,,3.0,,3947500.0,,7.031,7031.0,1.0,,,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.52960512906833 53.6189906941937,9.49151079250535 53.6580982806881)",
636,415,414,,3.0,,3947501.0,,3.107,3107.0,1.0,,,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.49151079250535 53.6580982806881,9.48789502699389 53.6365577623199)",
637,405,362,,3.0,,3948321.0,,23.657,23657.0,0.5,,Asphard - Laufenburg,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(7.75259055668336 47.5391330214816,8.04936352422006 47.550881853478)",
638,416,362,,3.0,,3948325.0,,48.408,48408.0,0.5,,Sierentz (FR) - Laufenburg (CH),,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(7.47226685748746 47.6466103447741,8.04936352422006 47.550881853478)",
639,328,417,,3.0,,3948357.0,,36.61,36610.0,1.0,,,,235,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.0818771201792 48.2565212405017,13.4428541936116 48.4345463643775)",
640,328,417,,3.0,,3948358.0,,36.533,36533.0,1.0,,,,236,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.0818771201792 48.2565212405017,13.4428541936116 48.4345463643775)",
641,418,417,,3.0,,3948359.0,,24.409,24409.0,1.0,,,,237,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.7106901040113 48.5193051606747,13.4428541936116 48.4345463643775)",
642,418,417,,3.0,,3948360.0,,24.482,24482.0,1.0,,,,238,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.7106901040113 48.5193051606747,13.4428541936116 48.4345463643775)",
643,6,299,5.75,3.0,,3952096.0,0.65,14.726,14726.0,0.5,,,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(9.91814864613865 52.3799963125719,10.0876467999739 52.3151305547947)",0.64
646,264_220kV,403_220kV,,3.0,,3983637.0,,112.46,112460.0,1.0,,Herbertingen - Tiengen,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,8.25885994832776 47.6342116213731)",
647,264,403,,3.0,,3983638.0,,113.534,113534.0,0.5,,Herbertingen - Tiengen,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,8.25885994832776 47.6342116213731)",
648,24_220kV,272_220kV,5.75,3.0,,3983706.0,0.65,63.31,63310.0,0.5,,,0.16,206,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(9.72699196993402 54.2914209867842,9.31819523638713 54.7160494089748)",0.64
649,224,229,,6.0,,3989160.0,,12.509,12509.0,2.0,,,,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.3523338799966 49.4212743386606,8.50180851652818 49.4449115114399)",
650,421_220kV,56_220kV,,3.0,,3989162.0,,37.257,37257.0,1.0,,,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.09183529743294 49.2946188662059,8.62320967451897 49.3565822492832)",
651,421,309,,3.0,,3989163.0,,45.271,45271.0,0.5,,,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.09183529743294 49.2946188662059,9.44691867105201 49.5902629324336)",
652,422,56_220kV,23.0,6.0,,4013370.0,2.6,3.193,3193.0,2.0,,HD-Neurott - HD-Süd,0.04,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.66378315807233 49.3600873718872,8.62320967451897 49.3565822492832)",0.16
653,286,303_220kV,23.0,6.0,,4013372.0,2.6,46.045,46045.0,2.0,,Würgassen - Sandershausen,0.04,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.56710201161841 51.3252573276817,9.38765125748855 51.640733525594)",0.16
654,231_220kV,423,,3.0,,4013373.0,,4.032,4032.0,1.0,,Leitung 1 von Säckingen nach Kühlmoos,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)",
655,424,52_220kV,,6.0,,4013374.0,,2.842,2842.0,2.0,,,,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.34912612288763 49.0130521177978,8.3133401659254 49.0090434643525)",
656,220,157,13.7,3.0,,4430965.0,2.6,26.567,26567.0,1.0,,,0.025,4375,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.65937290290079 51.9996101318907,8.364229530696 51.9271204904611)",0.25
657,297,425,,6.0,,4441425.0,,3.637,3637.0,2.0,,,,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(10.3692300485918 52.1670924338554,10.4203895577612 52.1652004276784)",
658,297,426,,6.0,,4441426.0,,2.421,2421.0,2.0,,,,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(10.3692300485918 52.1670924338554,10.3884721771883 52.1513649329361)",
659,279_220kV,344,11.5,3.0,50.0,4713421.0,1.3,18.21,18210.0,1.0,50hertz,,0.08,225,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.0025898987886 50.8659127196838)",0.32
660,201_220kV,62,5.75,3.0,50.0,4741567.0,0.65,38.821,38821.0,0.5,,,0.16,2144,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(9.25103425143703 53.1144323051271,8.82002487241632 53.1073882918815)",0.64
661,279_220kV,323,,3.0,50.0,4815174.0,,30.264,30264.0,1.0,50Hertz,Röhrsdorf - Crossen,,211,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,12.4772465232803 50.7531200813148)",
662,52,53,13.7,3.0,50.0,4819879.0,2.6,120.885,120885.0,1.0,,Eichstetten - Daxlanden,0.025,7510,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,7.75349546540486 48.0993557006259)",0.25
663,256,371,11.5,3.0,50.0,4819954.0,1.3,0.484,484.0,1.0,amprion,Diefflen - Obergraben,0.08,2460,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.74970009407096 49.3651763747607)",0.32
664,256,372,11.5,3.0,50.0,4819990.0,1.3,1.11,1110.0,1.0,amprion,Diefflen - Saarwellingen,0.08,2451,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.76601564520935 49.3600771523749)",0.32
665,52,427,13.7,3.0,50.0,4858100.0,2.6,0.802,802.0,1.0,,,0.025,7564,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.30626265141083 49.0128258362562)",0.25
666,279,65,10.275,3.0,50.0,5134203.0,1.95,81.703,81703.0,0.75,,,0.033333,446,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.3264049984725 50.3463721850552)",0.333333
667,60,160,3.425,3.0,50.0,5152505.0,0.65,0.207,207.0,0.25,,,0.1,,427.81654947,Al/St 240/40 4-bundle 380.0,380000.0,1.0,"SRID=4326;LINESTRING(8.47470704898602 53.4286511943138,8.47791063608626 53.428485468955)",1.0
668,60,160,3.425,3.0,50.0,5152506.0,0.65,0.177,177.0,0.25,,,0.1,,427.81654947,Al/St 240/40 4-bundle 380.0,380000.0,1.0,"SRID=4326;LINESTRING(8.47470704898602 53.4286511943138,8.47791063608626 53.428485468955)",1.0
669,159_220kV,161,,3.0,50.0,5152510.0,,0.143,143.0,1.0,,,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,8.05283751634017 53.3338809598955)",
670,159_220kV,161,,3.0,50.0,5152511.0,,0.113,113.0,1.0,,,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,8.05283751634017 53.3338809598955)",
671,269,284,13.7,3.0,,5152665.0,2.6,37.921,37921.0,1.0,,Gießen-Nord - Dillenburg,0.025,3015/3005,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.284861778672 50.7590735194915,8.65659923594081 50.6055491256016)",0.25
672,16,49,13.7,3.0,50.0,5207092.0,2.6,26.178,26178.0,1.0,,,0.025,3024,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.7610403785613 52.3677293804096,10.99933301239 52.2001419745622)",0.25
673,24_220kV,272_220kV,5.75,3.0,50.0,5207200.0,0.65,63.307,63307.0,0.5,TenneT,,0.16,206,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(9.72699196993402 54.2914209867842,9.31819523638713 54.7160494089748)",0.64
674,13_220kV,14,11.5,3.0,50.0,5247406.0,1.3,39.297,39297.0,1.0,TenneT TSO GmbH,Oba-Nfi II,0.08,264,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.8132328973194 48.2212664654998)",0.32
675,8,21,,3.0,50.0,5247533.0,,28.584,28584.0,0.5,50Hertz,991;992 II,,991;992,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(10.4149923381504 53.4126068830249,10.1575015165126 53.5551316685834)",
676,52,367,10.275,3.0,,5247596.0,1.95,33.164,33164.0,0.75,,Daxladen-Phillippsburg II,0.033333,7520,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.4413154852023 49.2514026469585)",0.333333
677,13,64,13.7,3.0,,5247617.0,2.6,17.116,17116.0,1.0,Stadtwerke München,Oberbachern - Menzing II,0.025,439;440,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.4407746483177 48.1718035473026)",0.25
678,231_220kV,423,,3.0,,5268323.0,,4.03,4030.0,1.0,,Leitung 2 von Säckingen nach Kühlmoos,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)",
679,231_220kV,423,,3.0,,5268327.0,,3.999,3999.0,1.0,,Leitung 3 von Säckingen nach Kühlmoos,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)",
680,231_220kV,423,,3.0,,5268331.0,,4.002,4002.0,1.0,,Leitung 4 von Säckingen nach Kühlmoos,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.95849127307054 47.5791483196323)",
681,28,27,,3.0,50.0,5379925.0,,23.787,23787.0,1.0,,AKW Stade - UW Kummerfeld,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.77654483874895 53.6906352606291,9.52960512906833 53.6189906941937)",
682,30,201,6.85,3.0,50.0,5497488.0,1.3,52.722,52722.0,0.5,TenneT,3100 schwarz,0.05,3100,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.25103425143703 53.1144323051271)",0.5
683,30,201,6.85,3.0,50.0,5497490.0,1.3,52.725,52725.0,0.5,TenneT,3100 grün,0.05,3100,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.25103425143703 53.1144323051271)",0.5
684,313,32,10.275,3.0,50.0,5507286.0,1.95,104.48,104480.0,0.75,50Hertz Transmission,Pulgar - Vieselbach,0.033333,590,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(12.3374229103144 51.1969683571228,11.1228545605428 50.9989090670144)",0.333333
685,428,81,,3.0,50.0,5581798.0,,7.324,7324.0,0.5,50Hertz,,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",
686,428,81,,3.0,50.0,5581799.0,,6.772,6772.0,0.5,50Hertz,,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",
687,428,81,,3.0,50.0,5581800.0,,6.721,6721.0,0.5,50Hertz,,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",
688,428,81,,3.0,50.0,5581801.0,,6.792,6792.0,0.5,50Hertz,,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",
689,428,81,,3.0,50.0,5581802.0,,6.72,6720.0,0.5,50Hertz,,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",
690,428,81,,3.0,50.0,5581803.0,,7.324,7324.0,0.5,50Hertz,,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(14.4598868223649 51.8332759246019,14.4281804852225 51.8888641394403)",
691,119,431,13.7,3.0,50.0,69607.0,2.6,20.673,20673.0,1.0,Amprion,Kirchberg Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.2140153990158 50.9438998573728)",0.25
692,429,431,13.7,3.0,50.0,69607.0,2.6,3.765,3765.0,1.0,Amprion,Kirchberg Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.21619297137216 50.9123617956925,6.2140153990158 50.9438998573728)",0.25
693,430,431,13.7,3.0,50.0,69607.0,2.6,34.211,34211.0,1.0,Amprion,Kirchberg Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(5.91852734477995 51.1484263858426,6.2140153990158 50.9438998573728)",0.25
694,432,434,11.5,3.0,50.0,110486.0,1.3,42.194,42194.0,1.0,,Silz (AT) - Krün (DE) - Oberbrunn,0.08,250;251,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(10.9662583424068 47.2695304688802,11.2869438320852 47.4928624569052)",0.32
695,433,434,11.5,3.0,50.0,110486.0,1.3,0.806,806.0,1.0,,Silz (AT) - Krün (DE) - Oberbrunn,0.08,250;251,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.2777210418419 47.4958726669837,11.2869438320852 47.4928624569052)",0.32
696,19,434,11.5,3.0,50.0,110486.0,1.3,71.413,71413.0,1.0,,Silz (AT) - Krün (DE) - Oberbrunn,0.08,250;251,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.2939727001158 48.0520427719624,11.2869438320852 47.4928624569052)",0.32
697,45,435,11.5,3.0,50.0,241441.0,1.3,38.755,38755.0,1.0,50Hertz,302 Marzahn - Thyrow,0.08,302,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.3057532949594 52.2307818451873,13.5053368398164 52.4747788520482)",0.32
698,44,435,11.5,3.0,50.0,241441.0,1.3,0.08,80.0,1.0,50Hertz,302 Marzahn - Thyrow,0.08,302,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.5053368398164 52.4747788520482)",0.32
699,46_220kV,435,11.5,3.0,50.0,241441.0,1.3,9.094,9094.0,1.0,50Hertz,302 Marzahn - Thyrow,0.08,302,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.5053368398164 52.4747788520482)",0.32
700,231,437,13.7,3.0,50.0,282239.0,2.6,67.448,67448.0,1.0,EnBW,ENGST-KUHMO-VILLI,0.025,7630,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,8.53055554991256 47.9148481845625)",0.25
701,190,437,13.7,3.0,50.0,282239.0,2.6,55.454,55454.0,1.0,EnBW,ENGST-KUHMO-VILLI,0.025,7630,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.87294280487974 48.3100912582216,8.53055554991256 47.9148481845625)",0.25
702,436,437,13.7,3.0,50.0,282239.0,2.6,16.231,16231.0,1.0,EnBW,ENGST-KUHMO-VILLI,0.025,7630,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.46542980021065 48.0435236210637,8.53055554991256 47.9148481845625)",0.25
703,288,439,23.0,3.0,50.0,339244.0,2.6,47.453,47453.0,2.0,EnBW,Daxlanden - Weier,0.04,DAXLA-KUMRA-WEIER,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,4.0,"SRID=4326;LINESTRING(7.91072928612534 48.5012882982432,8.24975045659741 48.8491773731136)",0.16
704,438,439,23.0,3.0,50.0,339244.0,2.6,0.304,304.0,2.0,EnBW,Daxlanden - Weier,0.04,DAXLA-KUMRA-WEIER,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,4.0,"SRID=4326;LINESTRING(8.24872901623214 48.8463165189067,8.24975045659741 48.8491773731136)",0.16
705,52_220kV,439,23.0,3.0,50.0,339244.0,2.6,19.936,19936.0,2.0,EnBW,Daxlanden - Weier,0.04,DAXLA-KUMRA-WEIER,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,4.0,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.24975045659741 48.8491773731136)",0.16
706,23,440,5.75,3.0,50.0,908964.0,0.65,39.532,39532.0,0.5,TenneT,202,0.16,202,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(9.98853660865951 53.766277668594,9.45967747872262 53.8646574512707)",0.64
707,402,440,5.75,3.0,50.0,908964.0,0.65,12.335,12335.0,0.5,TenneT,202,0.16,202,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(9.44963652666114 53.967286497351,9.45967747872262 53.8646574512707)",0.64
708,26_220kV,440,5.75,3.0,50.0,908964.0,0.65,9.587,9587.0,0.5,TenneT,202,0.16,202,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(9.34400177215961 53.8517774635399,9.45967747872262 53.8646574512707)",0.64
709,32,442,13.7,3.0,50.0,918569.0,2.6,25.884,25884.0,1.0,50Hertz,415,0.025,415,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.1228545605428 50.9989090670144,11.4299065773025 50.9114464610955)",0.25
710,441,442,13.7,3.0,50.0,918569.0,2.6,3.832,3832.0,1.0,50Hertz,415,0.025,415,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.4703941249156 50.9303902294723,11.4299065773025 50.9114464610955)",0.25
711,78,442,13.7,3.0,50.0,918569.0,2.6,51.85,51850.0,1.0,50Hertz,415,0.025,415,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.6463786274424 50.534876971042,11.4299065773025 50.9114464610955)",0.25
712,86,444,13.7,3.0,50.0,962119.0,2.6,84.868,84868.0,1.0,Amprion;TenneT,Emsland West,0.025,305,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.25501773539194 53.0267136928067)",0.25
713,443,444,13.7,3.0,50.0,962119.0,2.6,0.06,60.0,1.0,Amprion;TenneT,Emsland West,0.025,305,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.25465688214231 53.0266716315927,7.25501773539194 53.0267136928067)",0.25
714,221,444,13.7,3.0,50.0,962119.0,2.6,13.17,13170.0,1.0,Amprion;TenneT,Emsland West,0.025,305,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.31136229105814 53.1257665563186,7.25501773539194 53.0267136928067)",0.25
715,207,445,5.75,3.0,50.0,962174.0,0.65,42.126,42126.0,0.5,Amprion,Amelsbüren,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(7.60711612154456 51.8986046029193,7.37185639416872 52.1977066547834)",0.64
716,95_220kV,445,5.75,3.0,50.0,962174.0,0.65,41.204,41204.0,0.5,Amprion,Amelsbüren,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(7.88957671235007 52.2773967624078,7.37185639416872 52.1977066547834)",0.64
717,86_220kV,445,5.75,3.0,50.0,962174.0,0.65,35.337,35337.0,0.5,Amprion,Amelsbüren,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.37185639416872 52.1977066547834)",0.64
718,181,447,11.5,3.0,50.0,1021993.0,1.3,61.718,61718.0,1.0,50Hertz Transmission,316,0.08,316,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(14.0336963684666 53.5078685980791,13.3984708281663 53.7933318754816)",0.32
719,446,447,11.5,3.0,50.0,1021993.0,1.3,0.2,200.0,1.0,50Hertz Transmission,316,0.08,316,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.399828840425 53.7944477778114,13.3984708281663 53.7933318754816)",0.32
720,42_220kV,447,11.5,3.0,50.0,1021993.0,1.3,89.481,89481.0,1.0,50Hertz Transmission,316,0.08,316,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,13.3984708281663 53.7933318754816)",0.32
721,135,448,13.7,3.0,50.0,1082812.0,2.6,28.631,28631.0,1.0,Amprion,Schwerterheide Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.7186272145384 51.5342075115271,7.42474524551043 51.4592583943398)",0.25
722,109,448,13.7,3.0,50.0,1082812.0,2.6,8.884,8884.0,1.0,Amprion,Schwerterheide Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.31318284290137 51.4466113896128,7.42474524551043 51.4592583943398)",0.25
723,112,448,13.7,3.0,50.0,1082812.0,2.6,15.771,15771.0,1.0,Amprion,Schwerterheide Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.42474524551043 51.4592583943398)",0.25
724,113,449,13.7,3.0,50.0,1082813.0,2.6,11.486,11486.0,1.0,Amprion,Oerkhaus West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.12323882950453 51.5256121803004,7.12336046768833 51.4473443869048)",0.25
725,132,449,13.7,3.0,50.0,1082813.0,2.6,39.21,39210.0,1.0,Amprion,Oerkhaus West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.00877914033175 51.1742549180397,7.12336046768833 51.4473443869048)",0.25
726,107,449,13.7,3.0,50.0,1082813.0,2.6,0.129,129.0,1.0,Amprion,Oerkhaus West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.1255729106725 51.4489772588145,7.12336046768833 51.4473443869048)",0.25
727,450,451,13.7,3.0,50.0,1082817.0,2.6,0.455,455.0,1.0,Amprion,Witten West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.41670791195847 51.4570521583476,7.41658261384975 51.4607823586596)",0.25
728,112,451,13.7,3.0,50.0,1082817.0,2.6,16.266,16266.0,1.0,Amprion,Witten West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.41658261384975 51.4607823586596)",0.25
