transformer_id,symbol,src_bus_id,dst_bus_id,src_voltage,dst_voltage,src_dc,dst_dc,geometry
13542,ac/dc,5121,1788,,132,t,f,'LINESTRING(8.843994 55.491304,8.86596699999999 55.435247)'
13543,ac/dc,5122,4609,,380,t,f,'LINESTRING(6.811523 53.343993,6.82251000000001 53.435719)'
13544,ac/dc,5122,4608,,220,t,f,'LINESTRING(6.811523 53.343993,6.82251000000001 53.435719)'
13545,ac/dc,5124,3199,,380,t,f,'LINESTRING(13.579102 55.862982,13.579102 55.912273)'
13546,ac/dc,5628,5260,,380,t,f,'LINESTRING(-6.61376999999999 53.442264,-6.61376999999999 53.481508)'
13547,ac/dc,5629,5482,,380,t,f,'LINESTRING(-3.10913100000001 53.166534,-3.12011699999999 53.206033)'
13548,ac/dc,5661,5579,,220,t,f,'LINESTRING(-1.60400400000001 55.178868,-1.56005900000001 55.222757)'
13549,ac/dc,5838,6067,,380,t,f,'LINESTRING(8.21777299999999 40.86368,8.21777299999999 40.913513)'
13550,ac/dc,5866,5880,220,380,t,f,'LINESTRING(-0.230713000000006 39.75788,-0.230713000000006 39.732538)'
13551,ac/dc,5866,5879,220,220,t,f,'LINESTRING(-0.230713000000006 39.75788,-0.230713000000006 39.732538)'
13552,ac/dc,5996,6322,,380,t,f,'LINESTRING(8.63525400000001 40.647304,8.679199 40.680638)'
13553,ac/dc,5996,6321,,220,t,f,'LINESTRING(8.63525400000001 40.647304,8.679199 40.680638)'
13554,ac/dc,6016,5816,,380,t,f,'LINESTRING(18.094482 39.993956,18.171387 39.97712)'
13555,ac/dc,6078,6516,,380,t,f,'LINESTRING(12.86499 41.418015,12.897949 41.393294)'
13556,ac/dc,6494,6270,,380,t,f,'LINESTRING(0.955810999999992 51.062113,1.021729 51.034486)'
13557,ac/dc,6650,6539,,380,t,f,'LINESTRING(0.823974999999992 51.316881,0.791015999999999 51.419764)'
