,VIC,VIC,SA,SA,NSW,NSW
2011-10-28 14:00:00,0.313,0.0,0.385,0.0,0.416,0.0
2011-10-28 15:00:00,0.32,0.0,0.371,0.0,0.376,0.0
2011-10-28 16:00:00,0.308,0.0,0.365,0.0,0.326,0.0
2011-10-28 17:00:00,0.297,0.0,0.369,0.0,0.288,0.0
2011-10-28 18:00:00,0.305,0.0,0.374,0.0,0.254,0.0
2011-10-28 19:00:00,0.306,0.0,0.39,0.0,0.224,0.0
2011-10-28 20:00:00,0.294,0.0,0.394,0.0,0.206,0.005
2011-10-28 21:00:00,0.326,0.035,0.394,0.015,0.181,0.074
2011-10-28 22:00:00,0.358,0.123,0.395,0.109,0.189,0.188
2011-10-28 23:00:00,0.347,0.233,0.401,0.239,0.181,0.288
2011-10-29 00:00:00,0.35,0.368,0.379,0.368,0.167,0.385
2011-10-29 01:00:00,0.367,0.506,0.344,0.479,0.157,0.46
2011-10-29 02:00:00,0.379,0.537,0.314,0.544,0.151,0.505
2011-10-29 03:00:00,0.404,0.53,0.299,0.576,0.162,0.516
2011-10-29 04:00:00,0.436,0.486,0.303,0.551,0.187,0.496
2011-10-29 05:00:00,0.47,0.432,0.324,0.5,0.227,0.439
2011-10-29 06:00:00,0.511,0.309,0.365,0.39,0.274,0.317
2011-10-29 07:00:00,0.521,0.184,0.405,0.27,0.309,0.178
2011-10-29 08:00:00,0.513,0.047,0.457,0.13,0.332,0.039
2011-10-29 09:00:00,0.512,0.0,0.497,0.02,0.354,0.0
2011-10-29 10:00:00,0.554,0.0,0.564,0.0,0.39,0.0
2011-10-29 11:00:00,0.53,0.0,0.608,0.0,0.418,0.0
2011-10-29 12:00:00,0.506,0.0,0.636,0.0,0.444,0.0
2011-10-29 13:00:00,0.499,0.0,0.637,0.0,0.465,0.0
2011-10-29 14:00:00,0.511,0.0,0.631,0.0,0.48,0.0
2011-10-29 15:00:00,0.525,0.0,0.621,0.0,0.492,0.0
2011-10-29 16:00:00,0.539,0.0,0.605,0.0,0.489,0.0
2011-10-29 17:00:00,0.558,0.0,0.601,0.0,0.49,0.0
2011-10-29 18:00:00,0.553,0.0,0.608,0.0,0.486,0.0
2011-10-29 19:00:00,0.541,0.0,0.618,0.0,0.486,0.0
2011-10-29 20:00:00,0.523,0.001,0.611,0.0,0.47,0.005
2011-10-29 21:00:00,0.55,0.062,0.591,0.019,0.461,0.095
2011-10-29 22:00:00,0.677,0.166,0.579,0.131,0.488,0.248
2011-10-29 23:00:00,0.663,0.265,0.599,0.274,0.471,0.396
2011-10-30 00:00:00,0.654,0.358,0.558,0.412,0.462,0.512
2011-10-30 01:00:00,0.652,0.415,0.475,0.511,0.474,0.575
2011-10-30 02:00:00,0.621,0.458,0.398,0.565,0.497,0.62
2011-10-30 03:00:00,0.616,0.456,0.34,0.587,0.523,0.638
2011-10-30 04:00:00,0.636,0.428,0.312,0.572,0.557,0.585
2011-10-30 05:00:00,0.63,0.394,0.321,0.499,0.586,0.502
2011-10-30 06:00:00,0.634,0.299,0.337,0.383,0.605,0.367
2011-10-30 07:00:00,0.608,0.178,0.368,0.231,0.625,0.211
2011-10-30 08:00:00,0.556,0.056,0.408,0.101,0.594,0.041
2011-10-30 09:00:00,0.505,0.0,0.442,0.017,0.572,0.0
2011-10-30 10:00:00,0.454,0.0,0.469,0.0,0.584,0.0
2011-10-30 11:00:00,0.425,0.0,0.538,0.0,0.599,0.0
2011-10-30 12:00:00,0.421,0.0,0.567,0.0,0.607,0.0
2011-10-30 13:00:00,0.416,0.0,0.57,0.0,0.593,0.0
2011-10-30 14:00:00,0.427,0.0,0.564,0.0,0.585,0.0
2011-10-30 15:00:00,0.442,0.0,0.546,0.0,0.557,0.0
2011-10-30 16:00:00,0.442,0.0,0.521,0.0,0.504,0.0
2011-10-30 17:00:00,0.421,0.0,0.515,0.0,0.478,0.0
2011-10-30 18:00:00,0.4,0.0,0.503,0.0,0.459,0.0
2011-10-30 19:00:00,0.36,0.0,0.494,0.0,0.428,0.0
2011-10-30 20:00:00,0.317,0.002,0.489,0.0,0.405,0.007
2011-10-30 21:00:00,0.283,0.079,0.464,0.017,0.347,0.115
2011-10-30 22:00:00,0.274,0.202,0.43,0.096,0.343,0.28
2011-10-30 23:00:00,0.245,0.333,0.405,0.207,0.29,0.443
2011-10-31 00:00:00,0.239,0.447,0.361,0.32,0.249,0.566
2011-10-31 01:00:00,0.258,0.552,0.298,0.384,0.217,0.634
2011-10-31 02:00:00,0.279,0.597,0.247,0.441,0.204,0.667
2011-10-31 03:00:00,0.306,0.62,0.217,0.451,0.206,0.648
2011-10-31 04:00:00,0.321,0.588,0.21,0.443,0.219,0.591
2011-10-31 05:00:00,0.323,0.508,0.225,0.401,0.241,0.494
2011-10-31 06:00:00,0.321,0.391,0.256,0.319,0.266,0.36
2011-10-31 07:00:00,0.325,0.234,0.291,0.227,0.29,0.203
2011-10-31 08:00:00,0.334,0.065,0.321,0.114,0.294,0.051
2011-10-31 09:00:00,0.347,0.0,0.347,0.021,0.316,0.0
2011-10-31 10:00:00,0.336,0.0,0.356,0.0,0.344,0.0
2011-10-31 11:00:00,0.333,0.0,0.396,0.0,0.397,0.0
2011-10-31 12:00:00,0.332,0.0,0.411,0.0,0.425,0.0
2011-10-31 13:00:00,0.312,0.0,0.413,0.0,0.435,0.0
2011-10-31 14:00:00,0.302,0.0,0.4,0.0,0.432,0.0
2011-10-31 15:00:00,0.304,0.0,0.379,0.0,0.405,0.0
2011-10-31 16:00:00,0.304,0.0,0.349,0.0,0.379,0.0
2011-10-31 17:00:00,0.297,0.0,0.327,0.0,0.345,0.0
2011-10-31 18:00:00,0.303,0.0,0.304,0.0,0.321,0.0
2011-10-31 19:00:00,0.305,0.0,0.282,0.0,0.286,0.0
2011-10-31 20:00:00,0.316,0.002,0.262,0.0,0.25,0.007
2011-10-31 21:00:00,0.318,0.079,0.234,0.019,0.17,0.104
2011-10-31 22:00:00,0.373,0.215,0.164,0.119,0.142,0.262
2011-10-31 23:00:00,0.373,0.348,0.146,0.27,0.113,0.422
2011-11-01 00:00:00,0.367,0.429,0.121,0.414,0.084,0.538
2011-11-01 01:00:00,0.376,0.499,0.101,0.524,0.065,0.599
2011-11-01 02:00:00,0.385,0.538,0.097,0.596,0.062,0.627
2011-11-01 03:00:00,0.427,0.532,0.103,0.609,0.07,0.617
2011-11-01 04:00:00,0.474,0.477,0.115,0.59,0.086,0.56
2011-11-01 05:00:00,0.514,0.391,0.144,0.526,0.108,0.469
2011-11-01 06:00:00,0.54,0.307,0.182,0.426,0.134,0.353
2011-11-01 07:00:00,0.531,0.195,0.225,0.3,0.15,0.204
2011-11-01 08:00:00,0.509,0.057,0.267,0.14,0.147,0.047
2011-11-01 09:00:00,0.499,0.0,0.308,0.021,0.167,0.0
2011-11-01 10:00:00,0.532,0.0,0.337,0.0,0.207,0.0
2011-11-01 11:00:00,0.539,0.0,0.38,0.0,0.273,0.0
2011-11-01 12:00:00,0.53,0.0,0.399,0.0,0.314,0.0
2011-11-01 13:00:00,0.518,0.0,0.399,0.0,0.335,0.0
2011-11-01 14:00:00,0.512,0.0,0.384,0.0,0.34,0.0
2011-11-01 15:00:00,0.494,0.0,0.364,0.0,0.337,0.0
2011-11-01 16:00:00,0.492,0.0,0.342,0.0,0.328,0.0
2011-11-01 17:00:00,0.494,0.0,0.328,0.0,0.315,0.0
2011-11-01 18:00:00,0.482,0.0,0.32,0.0,0.305,0.0
2011-11-01 19:00:00,0.467,0.0,0.314,0.0,0.294,0.0
2011-11-01 20:00:00,0.453,0.002,0.311,0.0,0.274,0.008
2011-11-01 21:00:00,0.482,0.053,0.278,0.023,0.202,0.119
2011-11-01 22:00:00,0.42,0.14,0.194,0.151,0.157,0.293
2011-11-01 23:00:00,0.423,0.223,0.149,0.322,0.135,0.46
2011-11-02 00:00:00,0.396,0.262,0.121,0.477,0.114,0.583
2011-11-02 01:00:00,0.379,0.318,0.105,0.594,0.114,0.647
2011-11-02 02:00:00,0.373,0.34,0.092,0.665,0.134,0.677
2011-11-02 03:00:00,0.366,0.368,0.095,0.69,0.17,0.665
2011-11-02 04:00:00,0.386,0.344,0.114,0.67,0.215,0.604
2011-11-02 05:00:00,0.39,0.273,0.145,0.606,0.266,0.499
2011-11-02 06:00:00,0.399,0.209,0.184,0.496,0.307,0.362
2011-11-02 07:00:00,0.39,0.12,0.225,0.342,0.322,0.202
2011-11-02 08:00:00,0.381,0.04,0.271,0.154,0.314,0.041
2011-11-02 09:00:00,0.361,0.0,0.316,0.022,0.312,0.0
2011-11-02 10:00:00,0.362,0.0,0.373,0.0,0.313,0.0
2011-11-02 11:00:00,0.33,0.0,0.422,0.0,0.346,0.0
2011-11-02 12:00:00,0.298,0.0,0.447,0.0,0.36,0.0
2011-11-02 13:00:00,0.277,0.0,0.445,0.0,0.358,0.0
2011-11-02 14:00:00,0.264,0.0,0.438,0.0,0.364,0.0
2011-11-02 15:00:00,0.25,0.0,0.428,0.0,0.355,0.0
2011-11-02 16:00:00,0.245,0.0,0.419,0.0,0.348,0.0
2011-11-02 17:00:00,0.249,0.0,0.406,0.0,0.332,0.0
2011-11-02 18:00:00,0.242,0.0,0.391,0.0,0.329,0.0
2011-11-02 19:00:00,0.242,0.0,0.372,0.0,0.301,0.0
2011-11-02 20:00:00,0.236,0.004,0.356,0.0,0.272,0.006
2011-11-02 21:00:00,0.251,0.086,0.325,0.025,0.215,0.106
2011-11-02 22:00:00,0.254,0.214,0.248,0.151,0.222,0.266
2011-11-02 23:00:00,0.25,0.343,0.22,0.319,0.204,0.411
2011-11-03 00:00:00,0.246,0.413,0.204,0.463,0.185,0.505
2011-11-03 01:00:00,0.259,0.505,0.189,0.567,0.177,0.581
2011-11-03 02:00:00,0.281,0.567,0.164,0.638,0.174,0.632
2011-11-03 03:00:00,0.308,0.556,0.131,0.655,0.185,0.634
2011-11-03 04:00:00,0.332,0.483,0.113,0.639,0.198,0.589
2011-11-03 05:00:00,0.346,0.39,0.116,0.575,0.218,0.492
2011-11-03 06:00:00,0.353,0.306,0.132,0.467,0.245,0.372
2011-11-03 07:00:00,0.344,0.194,0.154,0.314,0.255,0.215
2011-11-03 08:00:00,0.331,0.062,0.182,0.146,0.253,0.04
2011-11-03 09:00:00,0.314,0.001,0.225,0.023,0.238,0.0
2011-11-03 10:00:00,0.275,0.0,0.285,0.0,0.215,0.0
2011-11-03 11:00:00,0.274,0.0,0.345,0.0,0.225,0.0
2011-11-03 12:00:00,0.275,0.0,0.385,0.0,0.247,0.0
2011-11-03 13:00:00,0.263,0.0,0.403,0.0,0.256,0.0
2011-11-03 14:00:00,0.24,0.0,0.413,0.0,0.264,0.0
2011-11-03 15:00:00,0.223,0.0,0.415,0.0,0.257,0.0
2011-11-03 16:00:00,0.21,0.0,0.401,0.0,0.244,0.0
2011-11-03 17:00:00,0.2,0.0,0.393,0.0,0.23,0.0
2011-11-03 18:00:00,0.194,0.0,0.381,0.0,0.227,0.0
2011-11-03 19:00:00,0.182,0.0,0.374,0.0,0.216,0.0
2011-11-03 20:00:00,0.166,0.004,0.373,0.0,0.204,0.008
2011-11-03 21:00:00,0.131,0.09,0.356,0.023,0.134,0.118
2011-11-03 22:00:00,0.114,0.24,0.3,0.133,0.079,0.29
2011-11-03 23:00:00,0.093,0.389,0.249,0.287,0.075,0.457
2011-11-04 00:00:00,0.071,0.506,0.259,0.422,0.057,0.578
2011-11-04 01:00:00,0.058,0.602,0.28,0.524,0.042,0.647
2011-11-04 02:00:00,0.047,0.672,0.292,0.596,0.035,0.682
2011-11-04 03:00:00,0.04,0.693,0.257,0.614,0.035,0.672
2011-11-04 04:00:00,0.036,0.671,0.218,0.592,0.036,0.619
2011-11-04 05:00:00,0.034,0.591,0.189,0.534,0.038,0.524
2011-11-04 06:00:00,0.039,0.463,0.174,0.429,0.042,0.388
2011-11-04 07:00:00,0.049,0.281,0.18,0.304,0.045,0.213
2011-11-04 08:00:00,0.056,0.069,0.21,0.139,0.053,0.044
2011-11-04 09:00:00,0.063,0.001,0.246,0.022,0.073,0.0
2011-11-04 10:00:00,0.082,0.0,0.323,0.0,0.109,0.0
2011-11-04 11:00:00,0.091,0.0,0.38,0.0,0.129,0.0
2011-11-04 12:00:00,0.095,0.0,0.427,0.0,0.149,0.0
2011-11-04 13:00:00,0.105,0.0,0.457,0.0,0.169,0.0
2011-11-04 14:00:00,0.117,0.0,0.465,0.0,0.194,0.0
2011-11-04 15:00:00,0.12,0.0,0.46,0.0,0.203,0.0
2011-11-04 16:00:00,0.125,0.0,0.453,0.0,0.213,0.0
2011-11-04 17:00:00,0.128,0.0,0.46,0.0,0.226,0.0
2011-11-04 18:00:00,0.135,0.0,0.473,0.0,0.243,0.0
2011-11-04 19:00:00,0.149,0.0,0.484,0.0,0.259,0.0
2011-11-04 20:00:00,0.175,0.005,0.49,0.0,0.268,0.009
2011-11-04 21:00:00,0.168,0.118,0.469,0.024,0.215,0.119
2011-11-04 22:00:00,0.146,0.296,0.337,0.138,0.139,0.283
2011-11-04 23:00:00,0.117,0.474,0.355,0.282,0.136,0.444
2011-11-05 00:00:00,0.129,0.598,0.426,0.406,0.16,0.561
2011-11-05 01:00:00,0.136,0.681,0.457,0.503,0.132,0.632
2011-11-05 02:00:00,0.126,0.726,0.416,0.558,0.103,0.664
2011-11-05 03:00:00,0.109,0.719,0.372,0.585,0.089,0.649
2011-11-05 04:00:00,0.092,0.675,0.336,0.563,0.087,0.59
2011-11-05 05:00:00,0.081,0.586,0.317,0.506,0.092,0.499
2011-11-05 06:00:00,0.078,0.452,0.302,0.398,0.108,0.361
2011-11-05 07:00:00,0.083,0.27,0.288,0.267,0.137,0.193
2011-11-05 08:00:00,0.109,0.07,0.274,0.119,0.179,0.045
2011-11-05 09:00:00,0.187,0.001,0.27,0.018,0.254,0.0
2011-11-05 10:00:00,0.306,0.0,0.248,0.0,0.354,0.0
2011-11-05 11:00:00,0.419,0.0,0.272,0.0,0.409,0.0
2011-11-05 12:00:00,0.477,0.0,0.279,0.0,0.453,0.0
2011-11-05 13:00:00,0.53,0.0,0.278,0.0,0.484,0.0
2011-11-05 14:00:00,0.551,0.0,0.269,0.0,0.501,0.0
2011-11-05 15:00:00,0.563,0.0,0.26,0.0,0.507,0.0
2011-11-05 16:00:00,0.563,0.0,0.24,0.0,0.497,0.0
2011-11-05 17:00:00,0.57,0.0,0.201,0.0,0.47,0.0
2011-11-05 18:00:00,0.554,0.0,0.173,0.0,0.424,0.0
2011-11-05 19:00:00,0.536,0.0,0.154,0.0,0.382,0.0
2011-11-05 20:00:00,0.508,0.007,0.135,0.0,0.336,0.009
2011-11-05 21:00:00,0.456,0.091,0.118,0.019,0.251,0.102
2011-11-05 22:00:00,0.437,0.221,0.088,0.123,0.215,0.242
2011-11-05 23:00:00,0.424,0.352,0.072,0.268,0.231,0.372
2011-11-06 00:00:00,0.409,0.456,0.06,0.408,0.221,0.475
2011-11-06 01:00:00,0.396,0.529,0.046,0.525,0.195,0.53
2011-11-06 02:00:00,0.377,0.555,0.037,0.59,0.178,0.542
2011-11-06 03:00:00,0.369,0.583,0.032,0.603,0.17,0.517
2011-11-06 04:00:00,0.361,0.524,0.033,0.569,0.161,0.463
2011-11-06 05:00:00,0.369,0.428,0.038,0.491,0.156,0.385
2011-11-06 06:00:00,0.369,0.308,0.047,0.388,0.157,0.257
2011-11-06 07:00:00,0.353,0.212,0.057,0.277,0.151,0.15
2011-11-06 08:00:00,0.326,0.073,0.069,0.123,0.141,0.039
2011-11-06 09:00:00,0.324,0.003,0.087,0.02,0.163,0.0
2011-11-06 10:00:00,0.282,0.0,0.127,0.0,0.221,0.0
2011-11-06 11:00:00,0.249,0.0,0.163,0.0,0.236,0.0
2011-11-06 12:00:00,0.219,0.0,0.2,0.0,0.24,0.0
2011-11-06 13:00:00,0.195,0.0,0.231,0.0,0.234,0.0
2011-11-06 14:00:00,0.183,0.0,0.256,0.0,0.221,0.0
2011-11-06 15:00:00,0.176,0.0,0.286,0.0,0.211,0.0
2011-11-06 16:00:00,0.161,0.0,0.314,0.0,0.199,0.0
2011-11-06 17:00:00,0.13,0.0,0.338,0.0,0.183,0.0
2011-11-06 18:00:00,0.098,0.0,0.366,0.0,0.158,0.0
2011-11-06 19:00:00,0.07,0.0,0.392,0.0,0.134,0.0
2011-11-06 20:00:00,0.051,0.004,0.427,0.0,0.113,0.007
2011-11-06 21:00:00,0.031,0.095,0.44,0.025,0.074,0.095
2011-11-06 22:00:00,0.02,0.252,0.347,0.147,0.049,0.243
2011-11-06 23:00:00,0.02,0.421,0.322,0.305,0.048,0.386
2011-11-07 00:00:00,0.027,0.547,0.376,0.449,0.045,0.497
2011-11-07 01:00:00,0.039,0.629,0.399,0.55,0.045,0.575
2011-11-07 02:00:00,0.053,0.67,0.382,0.592,0.05,0.592
2011-11-07 03:00:00,0.071,0.667,0.35,0.609,0.055,0.576
2011-11-07 04:00:00,0.09,0.624,0.323,0.591,0.058,0.515
2011-11-07 05:00:00,0.115,0.528,0.295,0.512,0.062,0.418
2011-11-07 06:00:00,0.124,0.386,0.27,0.399,0.057,0.316
2011-11-07 07:00:00,0.137,0.231,0.244,0.266,0.049,0.182
2011-11-07 08:00:00,0.177,0.063,0.219,0.121,0.044,0.04
2011-11-07 09:00:00,0.239,0.002,0.207,0.023,0.054,0.0
2011-11-07 10:00:00,0.361,0.0,0.255,0.0,0.109,0.0
2011-11-07 11:00:00,0.399,0.0,0.243,0.0,0.139,0.0
2011-11-07 12:00:00,0.443,0.0,0.25,0.0,0.176,0.0
2011-11-07 13:00:00,0.457,0.0,0.257,0.0,0.215,0.0
2011-11-07 14:00:00,0.423,0.0,0.258,0.0,0.241,0.0
2011-11-07 15:00:00,0.384,0.0,0.253,0.0,0.266,0.0
2011-11-07 16:00:00,0.364,0.0,0.245,0.0,0.298,0.0
2011-11-07 17:00:00,0.348,0.0,0.233,0.0,0.336,0.0
2011-11-07 18:00:00,0.316,0.0,0.226,0.0,0.374,0.0
2011-11-07 19:00:00,0.275,0.0,0.224,0.0,0.415,0.0
2011-11-07 20:00:00,0.234,0.004,0.232,0.0,0.439,0.009
2011-11-07 21:00:00,0.19,0.046,0.235,0.023,0.379,0.099
2011-11-07 22:00:00,0.169,0.127,0.199,0.136,0.281,0.229
2011-11-07 23:00:00,0.178,0.221,0.195,0.291,0.262,0.354
2011-11-08 00:00:00,0.188,0.323,0.209,0.432,0.212,0.463
2011-11-08 01:00:00,0.166,0.401,0.21,0.537,0.184,0.542
2011-11-08 02:00:00,0.124,0.447,0.188,0.604,0.166,0.544
2011-11-08 03:00:00,0.075,0.467,0.183,0.637,0.165,0.533
2011-11-08 04:00:00,0.042,0.467,0.199,0.608,0.16,0.457
2011-11-08 05:00:00,0.03,0.447,0.228,0.537,0.158,0.37
2011-11-08 06:00:00,0.029,0.362,0.259,0.43,0.145,0.27
2011-11-08 07:00:00,0.03,0.176,0.303,0.28,0.151,0.145
2011-11-08 08:00:00,0.033,0.071,0.332,0.124,0.185,0.043
2011-11-08 09:00:00,0.044,0.003,0.334,0.022,0.236,0.0
2011-11-08 10:00:00,0.089,0.0,0.319,0.0,0.361,0.0
2011-11-08 11:00:00,0.114,0.0,0.286,0.0,0.361,0.0
2011-11-08 12:00:00,0.134,0.0,0.266,0.0,0.361,0.0
2011-11-08 13:00:00,0.172,0.0,0.248,0.0,0.364,0.0
2011-11-08 14:00:00,0.219,0.0,0.243,0.0,0.374,0.0
2011-11-08 15:00:00,0.264,0.0,0.254,0.0,0.377,0.0
2011-11-08 16:00:00,0.313,0.0,0.284,0.0,0.369,0.0
2011-11-08 17:00:00,0.368,0.0,0.324,0.0,0.354,0.0
2011-11-08 18:00:00,0.424,0.0,0.364,0.0,0.345,0.0
2011-11-08 19:00:00,0.476,0.0,0.396,0.0,0.331,0.0
2011-11-08 20:00:00,0.478,0.005,0.423,0.0,0.318,0.01
2011-11-08 21:00:00,0.485,0.067,0.424,0.024,0.272,0.098
2011-11-08 22:00:00,0.399,0.16,0.359,0.146,0.216,0.231
2011-11-08 23:00:00,0.464,0.259,0.403,0.302,0.277,0.356
2011-11-09 00:00:00,0.554,0.329,0.452,0.444,0.353,0.463
2011-11-09 01:00:00,0.636,0.357,0.476,0.544,0.422,0.542
2011-11-09 02:00:00,0.663,0.354,0.497,0.6,0.479,0.56
2011-11-09 03:00:00,0.648,0.372,0.549,0.607,0.512,0.565
2011-11-09 04:00:00,0.596,0.37,0.639,0.593,0.527,0.506
2011-11-09 05:00:00,0.542,0.354,0.735,0.512,0.529,0.42
2011-11-09 06:00:00,0.493,0.288,0.778,0.414,0.523,0.305
2011-11-09 07:00:00,0.449,0.172,0.786,0.28,0.503,0.155
2011-11-09 08:00:00,0.438,0.054,0.755,0.135,0.462,0.04
2011-11-09 09:00:00,0.419,0.003,0.73,0.023,0.444,0.0
2011-11-09 10:00:00,0.422,0.0,0.71,0.0,0.323,0.0
2011-11-09 11:00:00,0.338,0.0,0.682,0.0,0.304,0.0
2011-11-09 12:00:00,0.342,0.0,0.654,0.0,0.329,0.0
2011-11-09 13:00:00,0.372,0.0,0.619,0.0,0.352,0.0
2011-11-09 14:00:00,0.431,0.0,0.573,0.0,0.405,0.0
2011-11-09 15:00:00,0.512,0.0,0.52,0.0,0.471,0.0
2011-11-09 16:00:00,0.592,0.0,0.471,0.0,0.515,0.0
2011-11-09 17:00:00,0.63,0.0,0.415,0.0,0.545,0.0
2011-11-09 18:00:00,0.649,0.0,0.367,0.0,0.55,0.0
2011-11-09 19:00:00,0.654,0.0,0.318,0.0,0.497,0.0
2011-11-09 20:00:00,0.636,0.002,0.284,0.0,0.444,0.006
2011-11-09 21:00:00,0.583,0.078,0.237,0.028,0.371,0.072
2011-11-09 22:00:00,0.624,0.226,0.231,0.163,0.339,0.203
2011-11-09 23:00:00,0.646,0.387,0.216,0.339,0.337,0.348
2011-11-10 00:00:00,0.684,0.52,0.191,0.493,0.318,0.486
2011-11-10 01:00:00,0.709,0.587,0.16,0.604,0.295,0.566
2011-11-10 02:00:00,0.711,0.581,0.135,0.678,0.28,0.62
2011-11-10 03:00:00,0.696,0.571,0.122,0.703,0.254,0.618
2011-11-10 04:00:00,0.692,0.509,0.118,0.684,0.22,0.589
2011-11-10 05:00:00,0.67,0.426,0.113,0.624,0.186,0.508
2011-11-10 06:00:00,0.63,0.335,0.118,0.511,0.163,0.385
2011-11-10 07:00:00,0.575,0.224,0.124,0.358,0.144,0.217
2011-11-10 08:00:00,0.511,0.07,0.138,0.162,0.133,0.045
2011-11-10 09:00:00,0.464,0.005,0.168,0.027,0.149,0.0
2011-11-10 10:00:00,0.458,0.0,0.232,0.0,0.169,0.0
2011-11-10 11:00:00,0.403,0.0,0.297,0.0,0.206,0.0
2011-11-10 12:00:00,0.35,0.0,0.341,0.0,0.233,0.0
2011-11-10 13:00:00,0.3,0.0,0.363,0.0,0.257,0.0
2011-11-10 14:00:00,0.261,0.0,0.371,0.0,0.279,0.0
2011-11-10 15:00:00,0.221,0.0,0.371,0.0,0.283,0.0
2011-11-10 16:00:00,0.187,0.0,0.369,0.0,0.284,0.0
2011-11-10 17:00:00,0.154,0.0,0.367,0.0,0.281,0.0
2011-11-10 18:00:00,0.127,0.0,0.368,0.0,0.27,0.0
2011-11-10 19:00:00,0.106,0.0,0.361,0.0,0.262,0.0
2011-11-10 20:00:00,0.092,0.007,0.364,0.0,0.237,0.009
2011-11-10 21:00:00,0.073,0.123,0.347,0.03,0.167,0.121
2011-11-10 22:00:00,0.071,0.3,0.279,0.163,0.098,0.286
2011-11-10 23:00:00,0.064,0.476,0.245,0.339,0.103,0.45
2011-11-11 00:00:00,0.055,0.6,0.245,0.489,0.088,0.568
2011-11-11 01:00:00,0.045,0.67,0.196,0.595,0.054,0.634
2011-11-11 02:00:00,0.037,0.712,0.123,0.66,0.04,0.662
2011-11-11 03:00:00,0.041,0.704,0.063,0.681,0.032,0.657
2011-11-11 04:00:00,0.048,0.634,0.032,0.659,0.028,0.609
2011-11-11 05:00:00,0.058,0.527,0.025,0.593,0.029,0.52
2011-11-11 06:00:00,0.065,0.407,0.028,0.486,0.032,0.387
2011-11-11 07:00:00,0.07,0.236,0.036,0.34,0.039,0.213
2011-11-11 08:00:00,0.076,0.09,0.053,0.157,0.054,0.05
2011-11-11 09:00:00,0.096,0.011,0.099,0.03,0.107,0.0
2011-11-11 10:00:00,0.124,0.0,0.194,0.0,0.177,0.0
2011-11-11 11:00:00,0.142,0.0,0.293,0.0,0.254,0.0
2011-11-11 12:00:00,0.145,0.0,0.366,0.0,0.3,0.0
2011-11-11 13:00:00,0.152,0.0,0.42,0.0,0.318,0.0
2011-11-11 14:00:00,0.15,0.0,0.451,0.0,0.324,0.0
2011-11-11 15:00:00,0.143,0.0,0.473,0.0,0.315,0.0
2011-11-11 16:00:00,0.136,0.0,0.488,0.0,0.295,0.0
2011-11-11 17:00:00,0.127,0.0,0.497,0.0,0.275,0.0
2011-11-11 18:00:00,0.114,0.0,0.505,0.0,0.26,0.0
2011-11-11 19:00:00,0.103,0.0,0.511,0.0,0.246,0.0
2011-11-11 20:00:00,0.096,0.008,0.526,0.0,0.23,0.011
2011-11-11 21:00:00,0.083,0.119,0.516,0.03,0.189,0.113
2011-11-11 22:00:00,0.082,0.296,0.369,0.158,0.137,0.268
2011-11-11 23:00:00,0.084,0.464,0.333,0.32,0.144,0.424
2011-11-12 00:00:00,0.083,0.582,0.366,0.46,0.132,0.532
2011-11-12 01:00:00,0.091,0.674,0.346,0.549,0.09,0.606
2011-11-12 02:00:00,0.106,0.719,0.297,0.607,0.06,0.645
2011-11-12 03:00:00,0.121,0.708,0.258,0.618,0.049,0.642
2011-11-12 04:00:00,0.132,0.662,0.22,0.595,0.045,0.6
2011-11-12 05:00:00,0.135,0.566,0.201,0.523,0.044,0.509
2011-11-12 06:00:00,0.127,0.437,0.191,0.42,0.046,0.375
2011-11-12 07:00:00,0.104,0.266,0.199,0.265,0.051,0.212
2011-11-12 08:00:00,0.078,0.075,0.227,0.118,0.068,0.049
2011-11-12 09:00:00,0.072,0.011,0.277,0.028,0.134,0.001
2011-11-12 10:00:00,0.111,0.0,0.343,0.0,0.207,0.0
2011-11-12 11:00:00,0.125,0.0,0.405,0.0,0.269,0.0
2011-11-12 12:00:00,0.126,0.0,0.448,0.0,0.301,0.0
2011-11-12 13:00:00,0.132,0.0,0.466,0.0,0.318,0.0
2011-11-12 14:00:00,0.141,0.0,0.483,0.0,0.334,0.0
2011-11-12 15:00:00,0.167,0.0,0.507,0.0,0.326,0.0
2011-11-12 16:00:00,0.191,0.0,0.506,0.0,0.319,0.0
2011-11-12 17:00:00,0.207,0.0,0.486,0.0,0.323,0.0
2011-11-12 18:00:00,0.223,0.0,0.455,0.0,0.326,0.0
2011-11-12 19:00:00,0.245,0.0,0.412,0.0,0.326,0.0
2011-11-12 20:00:00,0.249,0.008,0.363,0.0,0.31,0.011
2011-11-12 21:00:00,0.222,0.091,0.304,0.022,0.225,0.107
2011-11-12 22:00:00,0.21,0.207,0.22,0.122,0.119,0.251
2011-11-12 23:00:00,0.163,0.299,0.215,0.268,0.091,0.394
2011-11-13 00:00:00,0.15,0.39,0.232,0.404,0.088,0.508
2011-11-13 01:00:00,0.147,0.448,0.25,0.518,0.078,0.566
2011-11-13 02:00:00,0.164,0.475,0.265,0.588,0.064,0.594
2011-11-13 03:00:00,0.205,0.475,0.286,0.619,0.058,0.571
2011-11-13 04:00:00,0.238,0.407,0.316,0.596,0.055,0.508
2011-11-13 05:00:00,0.262,0.343,0.344,0.554,0.057,0.426
2011-11-13 06:00:00,0.291,0.251,0.369,0.451,0.068,0.304
