name,bus,control,type,p_nom,carrier,marginal_cost
22_220kV Solar,22_220kV,PQ,,230.400934825,Solar,0.0
24_220kV Solar,24_220kV,PQ,,66.1161367928,Solar,0.0
26_220kV Solar,26_220kV,PQ,,21.8361627105,Solar,0.0
30_220kV Solar,30_220kV,PQ,,36.5183261461,Solar,0.0
32_220kV Solar,32_220kV,PQ,,135.324360757,Solar,0.0
37_220kV Solar,37_220kV,PQ,,96.6101777695,Solar,0.0
42_220kV Solar,42_220kV,PQ,,65.6688094022,Solar,0.0
46_220kV Solar,46_220kV,PQ,,1.50988418606,Solar,0.0
52_220kV Solar,52_220kV,PQ,,4.80483205253,Solar,0.0
56_220kV Solar,56_220kV,PQ,,11.0049726358,Solar,0.0
61_220kV Solar,61_220kV,PQ,,38.0755601028,Solar,0.0
68_220kV Solar,68_220kV,PQ,,46.7223785366,Solar,0.0
69_220kV Solar,69_220kV,PQ,,44.2391882093,Solar,0.0
74_220kV Solar,74_220kV,PQ,,383.418198179,Solar,0.0
78_220kV Solar,78_220kV,PQ,,62.3356431164,Solar,0.0
86_220kV Solar,86_220kV,PQ,,6.00797041814,Solar,0.0
87_220kV Solar,87_220kV,PQ,,134.60573289,Solar,0.0
94_220kV Solar,94_220kV,PQ,,89.4256193232,Solar,0.0
95_220kV Solar,95_220kV,PQ,,103.003683059,Solar,0.0
96_220kV Solar,96_220kV,PQ,,18.9808285849,Solar,0.0
99_220kV Solar,99_220kV,PQ,,104.495096936,Solar,0.0
100_220kV Solar,100_220kV,PQ,,70.7548700462,Solar,0.0
104_220kV Solar,104_220kV,PQ,,3.65255829765,Solar,0.0
105_220kV Solar,105_220kV,PQ,,93.133764568,Solar,0.0
106_220kV Solar,106_220kV,PQ,,10.6514426275,Solar,0.0
107_220kV Solar,107_220kV,PQ,,1.30943921024,Solar,0.0
117_220kV Solar,117_220kV,PQ,,17.9962458899,Solar,0.0
120_220kV Solar,120_220kV,PQ,,83.0754127741,Solar,0.0
123_220kV Solar,123_220kV,PQ,,10.1932288932,Solar,0.0
124_220kV Solar,124_220kV,PQ,,0.866492729284,Solar,0.0
125_220kV Solar,125_220kV,PQ,,7.9175966632,Solar,0.0
128_220kV Solar,128_220kV,PQ,,67.7239512483,Solar,0.0
129_220kV Solar,129_220kV,PQ,,8.92855603065,Solar,0.0
138_220kV Solar,138_220kV,PQ,,12.7268921642,Solar,0.0
143_220kV Solar,143_220kV,PQ,,6.62525480382,Solar,0.0
156_220kV Solar,156_220kV,PQ,,38.7248883709,Solar,0.0
157_220kV Solar,157_220kV,PQ,,131.682322011,Solar,0.0
159_220kV Solar,159_220kV,PQ,,59.7917587743,Solar,0.0
160_220kV Solar,160_220kV,PQ,,35.9869279893,Solar,0.0
165_220kV Solar,165_220kV,PQ,,13.5798950324,Solar,0.0
184_220kV Solar,184_220kV,PQ,,17.8414810649,Solar,0.0
191_220kV Solar,191_220kV,PQ,,3.15017898174,Solar,0.0
195_220kV Solar,195_220kV,PQ,,0.731379679998,Solar,0.0
201_220kV Solar,201_220kV,PQ,,66.5941206082,Solar,0.0
220_220kV Solar,220_220kV,PQ,,18.7854907646,Solar,0.0
231_220kV Solar,231_220kV,PQ,,2.67419933099,Solar,0.0
232_220kV Solar,232_220kV,PQ,,99.0742349063,Solar,0.0
233_220kV Solar,233_220kV,PQ,,201.733891319,Solar,0.0
236_220kV Solar,236_220kV,PQ,,15.0481177122,Solar,0.0
247_220kV Solar,247_220kV,PQ,,236.871780957,Solar,0.0
248_220kV Solar,248_220kV,PQ,,14.4044085501,Solar,0.0
250_220kV Solar,250_220kV,PQ,,0.0283784055798,Solar,0.0
251_220kV Solar,251_220kV,PQ,,0.534696196047,Solar,0.0
252_220kV Solar,252_220kV,PQ,,2.75090688335,Solar,0.0
261_220kV Solar,261_220kV,PQ,,81.9291796662,Solar,0.0
263_220kV Solar,263_220kV,PQ,,2.17499037282,Solar,0.0
264_220kV Solar,264_220kV,PQ,,226.383636562,Solar,0.0
267_220kV Solar,267_220kV,PQ,,1.33159165748,Solar,0.0
272_220kV Solar,272_220kV,PQ,,189.722791697,Solar,0.0
279_220kV Solar,279_220kV,PQ,,100.619409992,Solar,0.0
281_220kV Solar,281_220kV,PQ,,144.682716774,Solar,0.0
282_220kV Solar,282_220kV,PQ,,134.937779598,Solar,0.0
292_220kV Solar,292_220kV,PQ,,155.990147453,Solar,0.0
303_220kV Solar,303_220kV,PQ,,94.4706110276,Solar,0.0
307_220kV Solar,307_220kV,PQ,,41.9758348816,Solar,0.0
308_220kV Solar,308_220kV,PQ,,298.346979291,Solar,0.0
312_220kV Solar,312_220kV,PQ,,393.914066526,Solar,0.0
315_220kV Solar,315_220kV,PQ,,251.944938615,Solar,0.0
317_220kV Solar,317_220kV,PQ,,10.3782881081,Solar,0.0
322_220kV Solar,322_220kV,PQ,,50.3514256534,Solar,0.0
332_220kV Solar,332_220kV,PQ,,849.576943945,Solar,0.0
334_220kV Solar,334_220kV,PQ,,233.477991242,Solar,0.0
336_220kV Solar,336_220kV,PQ,,242.698642978,Solar,0.0
338_220kV Solar,338_220kV,PQ,,255.834575646,Solar,0.0
351_220kV Solar,351_220kV,PQ,,262.446697862,Solar,0.0
353_220kV Solar,353_220kV,PQ,,91.306831625,Solar,0.0
360_220kV Solar,360_220kV,PQ,,26.5925612809,Solar,0.0
362_220kV Solar,362_220kV,PQ,,12.1265109683,Solar,0.0
382_220kV Solar,382_220kV,PQ,,199.184531465,Solar,0.0
384_220kV Solar,384_220kV,PQ,,579.835050797,Solar,0.0
385_220kV Solar,385_220kV,PQ,,122.315702959,Solar,0.0
391_220kV Solar,391_220kV,PQ,,30.6064358953,Solar,0.0
403_220kV Solar,403_220kV,PQ,,23.6450711466,Solar,0.0
404_220kV Solar,404_220kV,PQ,,17.7333803642,Solar,0.0
413_220kV Solar,413_220kV,PQ,,72.0714562574,Solar,0.0
421_220kV Solar,421_220kV,PQ,,59.6608875033,Solar,0.0
450_220kV Solar,450_220kV,PQ,,1.68150652412,Solar,0.0
458_220kV Solar,458_220kV,PQ,,0.116706305643,Solar,0.0
